distribution_id,distribution_date,location_id,beneficiary_id,item_category,quantity,est_value_usd
479,2025-04-08,6,435,Medicine Pack,17.0,88.93
480,2024-11-05,5,1078,Flour (kg),4.9,24.55
481,2025-08-27,6,1228,Flour (kg),13.1,61.9
482,2025-02-08,3,1212,Flour (kg),6.2,41.54
483,2024-10-24,2,715,Flour (kg),3.5,22.32
484,2025-02-11,1,958,Cooking Oil (L),0.7,3.81
485,2025-08-29,3,387,Water (L),4.6,23.92
486,2024-10-22,6,381,Cooking Oil (L),6.3,30.87
487,2025-08-14,5,129,Medicine Pack,16.0,82.34
488,2025-08-19,4,450,Rice (kg),2.9,11.16
489,2024-12-05,6,365,Rice (kg),4.0,17.8
490,2025-05-07,3,639,Cooking Oil (L),5.5,17.16
491,2025-03-27,1,293,Water (L),8.0,26.28
492,2025-05-11,4,518,Hygiene Kit,7.0,40.68
493,2025-03-24,6,366,Rice (kg),0.7,4.75
494,2025-08-15,5,738,Flour (kg),9.9,38.6
495,2025-01-30,6,1985,Hygiene Kit,4.0,27.09
496,2025-02-07,1,1209,Pulses (kg),3.4,22.08
497,2024-11-08,6,772,Rice (kg),2.3,8.53
498,2025-05-26,6,620,Medicine Pack,11.0,42.72
499,2025-06-06,3,336,Pulses (kg),7.3,43.06
500,2025-06-02,4,1219,Water (L),16.2,81.25
501,2025-03-29,5,1700,Water (L),3.7,12.9
502,2025-06-30,4,1171,Hygiene Kit,2.0,10.5
503,2024-11-14,4,141,Rice (kg),7.6,37.58
504,2025-05-03,1,1273,Cooking Oil (L),2.8,16.09
505,2025-02-06,2,1475,Medicine Pack,9.0,46.88
506,2025-01-21,3,1490,Pulses (kg),1.0,3.95
507,2024-12-19,1,1219,Cooking Oil (L),3.5,15.89
508,2024-11-05,1,155,Pulses (kg),11.9,62.5
509,2024-12-25,1,1200,Rice (kg),9.7,53.26
510,2025-08-25,6,195,Medicine Pack,5.0,27.9
511,2025-07-10,3,1008,Rice (kg),7.0,25.0
512,2025-03-21,2,847,Water (L),4.3,29.2
513,2025-01-10,4,372,Flour (kg),0.3,2.04
514,2025-08-28,4,202,Rice (kg),3.3,16.5
515,2025-01-07,1,1314,Pulses (kg),6.9,27.64
516,2024-11-05,5,52,Flour (kg),2.7,13.87
517,2025-08-05,6,512,Rice (kg),0.8,4.24
518,2024-09-29,5,934,Cooking Oil (L),15.3,96.82
519,2025-05-23,5,71,Flour (kg),8.8,30.69
520,2024-10-06,1,1751,Water (L),6.3,27.91
521,2024-12-08,5,1578,Medicine Pack,2.0,7.45
522,2025-01-19,1,775,Pulses (kg),7.2,30.43
523,2025-04-24,5,99,Flour (kg),13.8,85.83
524,2025-05-08,2,68,Rice (kg),4.9,29.94
525,2024-11-25,5,617,Rice (kg),11.4,63.18
526,2024-10-16,3,831,Rice (kg),2.3,12.15
527,2025-08-31,6,1234,Rice (kg),9.1,62.16
528,2025-02-22,5,1461,Flour (kg),14.5,59.51
529,2024-10-15,4,937,Water (L),6.6,41.54
530,2025-03-02,1,261,Cooking Oil (L),13.7,71.57
531,2024-12-06,3,1701,Flour (kg),4.9,25.6
532,2025-08-21,2,1496,Flour (kg),1.0,3.84
533,2024-09-16,4,1730,Flour (kg),0.9,5.46
534,2025-02-25,3,1811,Cooking Oil (L),12.0,68.5
535,2025-08-30,3,1430,Cooking Oil (L),2.2,7.29
536,2025-06-14,4,844,Hygiene Kit,7.0,46.13
537,2025-02-01,1,1729,Rice (kg),0.7,2.83
538,2024-12-11,2,563,Flour (kg),9.9,60.56
539,2024-12-20,1,466,Flour (kg),3.9,26.48
540,2025-06-07,1,1209,Flour (kg),9.8,44.86
541,2025-08-01,3,1137,Water (L),3.2,20.77
542,2024-09-16,4,160,Flour (kg),3.6,12.76
543,2025-02-10,1,40,Medicine Pack,2.0,6.84
544,2024-12-12,6,573,Rice (kg),11.3,74.96
545,2025-08-07,2,1965,Rice (kg),2.3,13.41
546,2025-03-03,4,575,Hygiene Kit,7.0,33.95
547,2025-05-30,3,1359,Flour (kg),9.1,60.77
548,2025-01-13,1,1690,Rice (kg),7.7,53.35
549,2025-05-11,1,1836,Medicine Pack,13.0,74.21
550,2025-03-06,5,1459,Cooking Oil (L),2.4,8.8
551,2025-01-08,3,285,Hygiene Kit,2.0,8.49
552,2024-11-06,2,510,Rice (kg),8.3,48.43
553,2024-12-12,2,1102,Medicine Pack,4.0,22.47
554,2025-06-15,1,1372,Water (L),6.3,24.62
555,2025-08-24,3,710,Pulses (kg),10.7,37.09
556,2025-03-22,3,802,Pulses (kg),1.4,5.79
557,2025-02-16,3,313,Flour (kg),6.4,25.03
558,2025-02-10,5,1131,Flour (kg),9.9,51.22
559,2024-11-17,6,1701,Water (L),4.9,18.7
560,2025-02-25,4,1324,Hygiene Kit,5.0,18.38
561,2025-07-11,4,606,Rice (kg),2.5,13.78
562,2025-05-30,6,1613,Water (L),2.6,8.79
563,2025-02-02,4,977,Rice (kg),11.9,72.61
564,2025-03-15,5,1189,Water (L),3.7,25.15
565,2025-05-14,2,695,Rice (kg),7.1,42.03
566,2025-07-14,6,1235,Cooking Oil (L),7.2,34.07
567,2025-06-01,4,445,Pulses (kg),11.4,64.36
568,2025-05-12,4,332,Flour (kg),1.4,7.35
569,2025-08-22,3,70,Water (L),5.8,31.85
570,2025-01-24,6,767,Rice (kg),13.1,59.69
571,2024-11-14,4,1352,Medicine Pack,8.0,39.47
572,2024-11-06,4,1619,Water (L),10.3,59.93
573,2025-04-09,4,679,Water (L),4.5,25.31
574,2025-07-19,5,194,Medicine Pack,5.0,28.91
575,2025-03-14,1,424,Water (L),8.3,31.46
576,2025-05-13,2,163,Medicine Pack,7.0,37.15
577,2025-05-20,1,585,Medicine Pack,4.0,23.92
578,2025-04-25,6,1040,Rice (kg),6.3,25.66
579,2025-07-15,6,665,Flour (kg),5.6,20.51
580,2024-10-18,3,750,Water (L),4.2,21.32
581,2024-10-20,6,458,Hygiene Kit,6.0,29.25
582,2025-01-12,4,1357,Rice (kg),4.8,27.65
583,2025-07-08,3,1669,Water (L),4.9,19.35
584,2025-08-28,5,1496,Flour (kg),11.5,58.3
585,2025-03-09,2,201,Pulses (kg),23.3,132.14
586,2024-11-04,1,188,Pulses (kg),3.3,10.52
587,2025-07-15,2,1428,Rice (kg),5.9,28.63
588,2024-09-16,2,332,Cooking Oil (L),10.2,34.3
589,2025-05-26,3,1786,Pulses (kg),4.2,19.12
590,2025-01-17,3,395,Water (L),5.9,31.01
591,2024-09-16,6,743,Cooking Oil (L),4.3,30.0
592,2025-01-10,1,187,Rice (kg),8.1,52.34
593,2025-07-03,5,1465,Cooking Oil (L),5.9,38.23
594,2025-07-04,5,645,Water (L),4.6,14.48
595,2025-07-04,3,624,Medicine Pack,3.0,15.37
596,2025-06-26,6,520,Pulses (kg),10.7,35.46
597,2025-06-30,1,993,Rice (kg),0.5,3.5
598,2025-05-06,2,1775,Rice (kg),5.1,25.91
599,2025-07-13,6,907,Flour (kg),9.6,33.06
600,2025-01-06,2,1024,Hygiene Kit,2.0,8.33
601,2024-12-03,3,1811,Pulses (kg),1.7,7.47
602,2024-12-18,1,461,Rice (kg),23.8,141.04
603,2025-02-23,1,1465,Water (L),7.1,43.17
604,2025-06-19,5,1150,Rice (kg),4.4,18.78
605,2025-05-18,6,412,Rice (kg),18.6,114.11
606,2025-06-26,6,1316,Rice (kg),10.4,53.93
607,2025-06-06,6,1218,Flour (kg),7.8,39.79
608,2025-08-01,4,286,Pulses (kg),9.4,33.02
609,2025-06-03,5,1601,Rice (kg),3.3,20.64
610,2025-04-03,1,614,Flour (kg),9.6,36.83
611,2025-02-21,3,816,Pulses (kg),2.8,12.9
612,2025-05-21,1,659,Pulses (kg),3.6,22.15
613,2024-10-20,5,700,Hygiene Kit,8.0,48.67
614,2024-10-28,3,1533,Hygiene Kit,7.0,48.84
615,2025-01-06,4,1711,Medicine Pack,3.0,17.51
616,2025-01-21,5,1855,Rice (kg),3.5,13.49
617,2025-05-15,2,242,Hygiene Kit,4.0,23.27
618,2024-12-13,1,1180,Flour (kg),1.4,7.18
619,2024-11-03,3,732,Rice (kg),4.9,22.14
620,2025-07-10,5,1777,Rice (kg),0.8,4.39
621,2025-04-22,1,1264,Rice (kg),2.6,12.39
622,2025-06-13,1,85,Pulses (kg),1.3,5.94
623,2025-04-21,3,179,Cooking Oil (L),4.7,21.14
624,2024-10-24,4,1855,Rice (kg),12.7,58.38
625,2024-12-07,1,441,Flour (kg),5.5,35.6
626,2025-05-19,1,668,Cooking Oil (L),2.6,14.31
627,2025-07-20,2,1331,Water (L),10.4,46.99
628,2025-07-29,4,593,Rice (kg),10.7,56.57
629,2025-06-05,5,437,Water (L),3.1,13.81
630,2024-11-13,1,78,Pulses (kg),2.5,11.77
631,2025-02-18,1,1373,Rice (kg),15.9,69.28
632,2025-03-27,4,954,Cooking Oil (L),6.1,33.27
633,2025-04-22,6,1608,Rice (kg),3.8,16.96
634,2025-06-21,1,29,Rice (kg),3.6,15.48
635,2024-11-05,3,322,Cooking Oil (L),10.8,70.35
636,2025-03-31,1,523,Pulses (kg),2.4,7.74
637,2024-10-27,6,1625,Pulses (kg),9.5,60.41
638,2025-08-01,3,1323,Flour (kg),1.0,6.27
639,2024-12-30,1,717,Rice (kg),3.2,15.37
640,2024-10-31,4,1308,Pulses (kg),1.6,8.87
641,2025-01-11,3,1315,Flour (kg),8.6,59.54
642,2025-05-04,2,796,Rice (kg),0.8,2.42
643,2024-10-27,5,730,Pulses (kg),15.1,89.42
644,2024-11-24,3,1113,Flour (kg),0.1,0.48
645,2025-04-13,4,159,Flour (kg),2.9,9.62
646,2025-07-16,2,543,Hygiene Kit,15.0,55.68
647,2024-09-19,4,487,Pulses (kg),5.5,20.66
648,2025-01-28,4,1304,Cooking Oil (L),0.7,4.15
649,2025-07-27,4,461,Pulses (kg),3.5,14.58
650,2025-05-04,1,1168,Hygiene Kit,6.0,18.46
651,2025-06-19,6,1975,Rice (kg),3.9,21.3
652,2025-05-06,1,509,Pulses (kg),13.7,77.75
653,2025-04-01,6,1150,Flour (kg),3.1,16.78
654,2025-01-02,1,1030,Cooking Oil (L),1.0,6.42
655,2025-07-17,4,1223,Flour (kg),1.5,9.25
656,2024-10-29,4,711,Medicine Pack,2.0,8.55
657,2025-07-27,1,29,Pulses (kg),5.8,33.32
658,2025-02-07,1,1013,Hygiene Kit,7.0,36.46
659,2025-07-27,4,745,Rice (kg),2.6,14.15
660,2024-11-21,3,58,Water (L),2.6,9.03
661,2024-11-25,1,1500,Flour (kg),5.7,29.23
662,2025-03-04,5,57,Flour (kg),7.8,37.15
663,2025-08-19,3,1643,Rice (kg),1.3,3.92
664,2024-10-30,4,1083,Flour (kg),6.3,18.91
665,2025-05-20,4,829,Water (L),11.3,47.09
666,2025-07-13,6,724,Cooking Oil (L),3.5,11.64
667,2024-09-23,2,1428,Rice (kg),2.3,10.7
668,2025-01-28,2,1822,Rice (kg),3.5,12.75
669,2025-08-03,1,9,Cooking Oil (L),1.4,5.15
670,2025-08-19,1,1532,Rice (kg),9.7,42.26
671,2024-12-15,6,1542,Flour (kg),3.4,11.04
672,2025-05-23,6,456,Flour (kg),15.3,99.04
673,2025-03-28,4,1438,Rice (kg),3.1,11.53
674,2025-07-17,1,894,Flour (kg),0.7,3.23
675,2025-04-09,3,482,Rice (kg),4.7,16.34
676,2025-01-29,1,1887,Cooking Oil (L),4.2,14.6
677,2025-04-17,4,202,Rice (kg),1.6,10.03
678,2025-07-11,5,1313,Pulses (kg),0.9,5.22
679,2025-04-30,2,231,Hygiene Kit,2.0,6.08
680,2025-06-30,4,926,Water (L),5.7,18.07
681,2024-12-08,1,1513,Hygiene Kit,9.0,49.22
682,2025-07-27,1,1146,Pulses (kg),9.7,57.85
683,2025-02-14,1,825,Water (L),5.1,31.19
684,2025-03-23,4,1024,Cooking Oil (L),5.5,32.8
685,2025-04-05,2,1213,Pulses (kg),0.6,3.59
686,2025-02-24,3,782,Flour (kg),7.2,25.19
687,2024-10-26,2,1639,Rice (kg),4.2,20.67
688,2025-06-27,6,629,Water (L),1.1,3.75
689,2025-03-18,3,478,Water (L),5.7,34.31
690,2025-03-24,4,429,Flour (kg),14.4,62.18
691,2024-12-03,2,1595,Pulses (kg),4.6,29.48
692,2024-12-03,3,1216,Flour (kg),2.4,13.7
693,2025-04-01,1,1044,Flour (kg),2.2,12.81
694,2024-10-16,4,1726,Water (L),4.5,14.94
695,2025-02-12,2,282,Flour (kg),6.7,33.02
696,2024-11-17,5,704,Rice (kg),6.9,41.49
697,2024-11-04,2,620,Flour (kg),2.3,13.35
698,2024-11-24,3,563,Rice (kg),8.2,53.47
699,2024-11-25,4,626,Pulses (kg),6.6,42.8
700,2025-02-13,1,1763,Rice (kg),6.2,30.7
701,2025-05-06,1,716,Medicine Pack,9.0,55.32
702,2025-06-05,4,1211,Flour (kg),1.2,3.69
703,2025-03-20,1,1768,Rice (kg),2.2,11.48
704,2025-06-09,4,866,Rice (kg),2.2,14.94
705,2025-05-06,5,1988,Hygiene Kit,10.0,56.02
706,2025-02-13,5,1936,Flour (kg),11.9,40.24
707,2025-05-26,1,537,Rice (kg),15.1,65.33
708,2025-01-08,2,320,Medicine Pack,3.0,10.63
709,2025-08-16,2,1150,Flour (kg),9.4,32.75
710,2024-10-12,1,450,Pulses (kg),13.3,66.17
711,2024-12-25,4,1395,Water (L),5.9,39.13
712,2024-11-12,3,925,Rice (kg),19.3,100.11
713,2025-02-04,5,1592,Medicine Pack,12.0,63.76
714,2025-01-22,5,1784,Hygiene Kit,5.0,28.23
715,2025-04-27,3,1065,Cooking Oil (L),4.2,18.0
716,2025-07-03,1,1053,Pulses (kg),12.1,39.73
717,2025-01-18,4,922,Rice (kg),5.4,27.85
718,2024-12-13,2,219,Pulses (kg),2.0,12.65
719,2024-10-24,1,1184,Cooking Oil (L),9.2,35.9
720,2025-05-14,1,1874,Cooking Oil (L),11.9,51.01
721,2025-08-06,3,1863,Rice (kg),7.7,53.32
722,2024-09-17,6,1429,Pulses (kg),6.9,36.68
723,2025-03-28,3,568,Flour (kg),19.2,61.25
724,2025-03-14,4,1780,Hygiene Kit,4.0,23.94
725,2025-07-22,1,252,Pulses (kg),10.8,61.26
726,2025-08-03,6,569,Rice (kg),4.1,16.11
727,2025-06-18,5,922,Pulses (kg),3.8,15.84
728,2025-08-05,2,979,Cooking Oil (L),4.6,20.62
729,2024-10-18,3,1907,Rice (kg),4.3,13.46
730,2025-03-05,2,362,Flour (kg),1.9,11.29
731,2025-03-27,3,1197,Rice (kg),6.6,21.37
732,2025-02-06,1,1492,Medicine Pack,4.0,14.95
733,2024-12-31,6,1554,Medicine Pack,4.0,13.09
734,2025-02-07,3,1591,Pulses (kg),1.7,9.35
735,2024-09-27,3,492,Flour (kg),4.6,27.3
736,2025-04-16,3,940,Rice (kg),2.5,12.95
737,2025-04-13,2,1353,Medicine Pack,6.0,25.37
738,2024-12-29,1,547,Cooking Oil (L),12.1,48.34
739,2025-02-25,2,485,Pulses (kg),2.8,13.13
740,2025-04-01,6,1668,Water (L),16.0,51.37
741,2024-11-03,3,1817,Rice (kg),8.3,44.37
742,2025-06-10,6,548,Cooking Oil (L),11.2,46.18
743,2025-04-19,5,1729,Rice (kg),4.4,23.89
744,2025-03-23,5,963,Flour (kg),0.6,3.33
745,2024-12-13,6,1594,Pulses (kg),2.6,15.98
746,2025-04-07,6,671,Rice (kg),2.2,13.27
747,2025-07-21,1,677,Medicine Pack,3.0,20.27
748,2025-02-17,5,1445,Pulses (kg),5.1,27.34
749,2024-11-05,1,806,Hygiene Kit,1.0,3.12
750,2025-02-15,1,106,Cooking Oil (L),7.2,36.23
751,2025-08-02,6,316,Cooking Oil (L),7.2,25.37
752,2024-09-23,2,1,Pulses (kg),11.9,78.29
753,2025-05-30,1,1020,Rice (kg),5.6,38.15
754,2025-03-21,5,437,Pulses (kg),0.5,2.7
755,2025-01-20,6,1785,Flour (kg),3.5,18.61
756,2024-12-26,3,1267,Cooking Oil (L),1.0,5.85
757,2025-01-13,6,1576,Hygiene Kit,3.0,16.32
758,2024-12-08,2,1782,Flour (kg),6.2,34.79
759,2025-03-23,2,1382,Cooking Oil (L),2.7,8.82
760,2025-01-12,3,111,Flour (kg),5.6,22.33
761,2025-04-03,1,1586,Pulses (kg),12.4,53.93
762,2025-02-15,5,1899,Hygiene Kit,2.0,7.35
763,2024-11-26,2,884,Cooking Oil (L),10.0,50.37
764,2025-08-17,3,1595,Flour (kg),4.4,17.36
765,2025-03-06,1,1940,Flour (kg),4.4,15.93
766,2024-12-08,3,1836,Flour (kg),2.3,13.05
767,2025-07-29,2,259,Pulses (kg),1.1,5.2
768,2025-06-25,4,341,Cooking Oil (L),9.2,30.08
769,2025-07-05,2,833,Rice (kg),3.4,13.41
770,2025-03-29,5,869,Cooking Oil (L),7.4,51.33
771,2024-09-29,2,1918,Medicine Pack,4.0,20.84
772,2025-02-06,1,1588,Rice (kg),11.3,65.73
773,2024-10-21,3,491,Flour (kg),17.2,68.22
774,2025-02-05,6,1777,Water (L),16.7,96.21
775,2025-01-16,4,885,Flour (kg),18.4,73.37
776,2024-10-31,4,1760,Pulses (kg),7.5,44.51
777,2025-01-30,1,1817,Rice (kg),2.8,16.22
778,2025-02-13,2,1496,Flour (kg),3.2,14.96
779,2024-12-01,5,1176,Flour (kg),4.7,27.0
780,2024-10-17,1,1264,Flour (kg),6.4,26.46
781,2025-08-31,2,259,Hygiene Kit,9.0,28.55
782,2024-11-02,3,443,Pulses (kg),5.9,30.1
783,2025-06-18,6,479,Hygiene Kit,5.0,16.1
784,2024-10-02,4,364,Medicine Pack,2.0,6.01
785,2025-03-04,6,1686,Cooking Oil (L),4.9,32.09
786,2024-10-20,2,1297,Cooking Oil (L),17.1,91.12
787,2024-11-15,6,340,Cooking Oil (L),4.6,14.03
788,2025-06-24,1,585,Pulses (kg),2.1,14.6
789,2024-12-10,1,1733,Pulses (kg),10.0,34.03
790,2024-09-21,4,749,Water (L),5.7,34.09
791,2025-06-06,4,689,Pulses (kg),8.8,41.47
792,2025-05-22,2,138,Hygiene Kit,14.0,47.05
793,2025-05-17,2,1647,Cooking Oil (L),12.7,63.79
794,2025-03-05,6,1671,Pulses (kg),10.9,67.97
795,2024-12-23,3,842,Pulses (kg),16.6,54.32
796,2025-07-13,2,1168,Flour (kg),10.0,34.11
797,2024-12-25,2,1438,Cooking Oil (L),13.9,44.02
798,2025-08-26,1,891,Flour (kg),3.0,13.78
799,2025-06-24,6,741,Flour (kg),0.8,2.69
800,2024-10-05,4,880,Rice (kg),1.0,5.69
801,2025-04-01,1,1698,Pulses (kg),0.4,1.83
802,2024-11-01,3,1669,Pulses (kg),5.1,23.74
803,2025-06-04,1,1258,Hygiene Kit,2.0,7.49
804,2025-07-08,3,1337,Rice (kg),19.9,129.2
805,2025-01-01,3,855,Pulses (kg),1.8,6.37
806,2024-12-03,1,557,Rice (kg),16.4,81.13
807,2024-09-16,5,496,Water (L),2.6,16.54
808,2025-01-12,6,1711,Rice (kg),6.6,39.34
809,2025-03-19,5,1439,Rice (kg),5.5,31.17
810,2024-10-14,2,1383,Hygiene Kit,10.0,53.2
811,2025-05-30,6,1428,Rice (kg),4.5,18.57
812,2025-04-27,3,1247,Flour (kg),9.8,58.2
813,2025-02-10,4,1446,Flour (kg),20.5,123.37
814,2025-06-19,5,529,Hygiene Kit,5.0,25.65
815,2025-04-19,3,1182,Rice (kg),4.6,26.08
816,2025-04-08,5,1281,Medicine Pack,1.0,4.52
817,2025-03-24,2,566,Flour (kg),3.5,16.32
818,2025-05-30,3,471,Flour (kg),2.7,15.73
819,2025-02-09,2,1038,Pulses (kg),8.7,42.3
820,2025-08-12,1,592,Rice (kg),6.2,38.77
821,2024-12-05,5,1148,Pulses (kg),10.1,30.6
822,2025-05-23,6,1505,Hygiene Kit,5.0,20.72
823,2025-03-11,6,1194,Rice (kg),8.0,43.12
824,2024-09-26,5,322,Medicine Pack,4.0,23.13
825,2025-08-05,5,1015,Rice (kg),5.4,18.82
826,2025-02-17,3,1927,Medicine Pack,11.0,56.54
827,2025-07-19,3,1004,Cooking Oil (L),7.8,34.35
828,2025-07-17,1,256,Hygiene Kit,8.0,31.56
829,2024-10-12,6,199,Water (L),8.8,40.29
830,2025-03-23,1,842,Cooking Oil (L),3.9,23.64
831,2024-11-22,6,813,Flour (kg),5.0,21.88
832,2025-02-05,1,812,Pulses (kg),1.0,5.02
833,2024-12-10,4,1632,Pulses (kg),10.9,33.81
834,2024-12-17,3,1688,Flour (kg),2.4,7.88
835,2025-08-10,5,21,Water (L),5.0,21.89
836,2025-06-23,3,1079,Pulses (kg),5.4,32.36
837,2025-03-06,5,1528,Rice (kg),1.2,5.88
838,2025-08-22,1,971,Rice (kg),0.4,2.19
839,2024-12-23,4,576,Pulses (kg),14.4,86.9
840,2025-05-12,5,504,Rice (kg),5.0,23.92
841,2025-02-15,6,214,Rice (kg),1.6,6.41
842,2025-06-04,4,1707,Pulses (kg),12.8,55.63
843,2025-07-05,3,200,Cooking Oil (L),2.6,8.63
844,2025-02-05,2,1604,Flour (kg),5.1,17.96
845,2024-11-06,3,374,Rice (kg),5.0,25.65
846,2025-05-23,3,1283,Pulses (kg),2.1,10.08
847,2025-03-21,6,1840,Medicine Pack,5.0,18.37
848,2025-06-30,2,115,Water (L),9.4,32.05
849,2024-11-26,4,112,Cooking Oil (L),8.9,61.89
850,2024-10-26,6,1123,Flour (kg),23.4,104.2
851,2025-02-01,4,405,Cooking Oil (L),6.9,43.77
852,2025-05-15,1,978,Hygiene Kit,2.0,7.0
853,2025-05-15,1,452,Flour (kg),1.5,8.75
854,2025-02-28,2,1999,Hygiene Kit,7.0,48.72
855,2024-12-24,4,1568,Rice (kg),7.4,40.19
856,2025-02-05,6,780,Rice (kg),1.0,4.96
857,2025-08-18,4,1812,Hygiene Kit,13.0,40.72
858,2025-07-16,4,229,Flour (kg),3.9,15.47
859,2025-01-24,1,1726,Rice (kg),2.4,15.59
860,2024-11-01,2,185,Medicine Pack,12.0,40.61
861,2025-04-14,1,1983,Cooking Oil (L),12.1,81.85
862,2024-11-25,4,1827,Hygiene Kit,2.0,9.72
863,2025-01-26,5,1956,Rice (kg),2.0,12.46
864,2024-11-11,5,1352,Hygiene Kit,14.0,74.97
865,2025-05-03,1,1500,Cooking Oil (L),6.6,44.46
866,2025-03-25,2,1238,Cooking Oil (L),4.7,15.13
867,2025-02-17,5,826,Water (L),11.0,57.11
868,2025-03-30,1,1088,Flour (kg),5.8,19.54
869,2025-06-01,1,177,Flour (kg),2.8,13.18
870,2024-10-07,2,162,Rice (kg),1.9,6.56
871,2025-03-11,4,1241,Flour (kg),4.1,19.2
872,2024-12-02,3,1491,Hygiene Kit,2.0,10.5
873,2025-06-14,5,52,Pulses (kg),4.6,27.16
874,2025-06-29,5,1130,Hygiene Kit,3.0,11.01
875,2025-02-02,1,298,Pulses (kg),4.0,27.7
876,2025-05-20,3,826,Cooking Oil (L),10.2,57.18
877,2025-04-14,2,956,Hygiene Kit,14.0,60.39
878,2025-02-20,5,1046,Medicine Pack,3.0,20.84
879,2025-06-02,4,243,Medicine Pack,8.0,44.74
880,2025-03-20,6,1933,Pulses (kg),4.2,17.74
881,2024-11-15,4,1158,Rice (kg),3.6,16.79
882,2025-05-20,4,1849,Pulses (kg),1.4,4.56
883,2025-07-07,1,400,Rice (kg),2.6,17.36
884,2024-12-18,5,417,Hygiene Kit,7.0,27.1
885,2024-12-29,1,1707,Flour (kg),11.2,64.68
886,2024-12-02,2,1933,Flour (kg),9.3,64.58
887,2025-06-24,4,1554,Rice (kg),7.2,32.23
888,2025-06-15,1,534,Medicine Pack,9.0,54.9
889,2025-03-31,1,447,Pulses (kg),11.0,38.02
890,2024-09-22,4,1602,Rice (kg),2.2,8.6
891,2025-06-18,4,83,Rice (kg),3.7,15.87
892,2025-06-10,6,882,Cooking Oil (L),1.4,7.34
893,2025-03-21,2,582,Cooking Oil (L),3.1,13.63
894,2025-02-03,3,831,Flour (kg),11.3,37.82
895,2025-05-18,6,916,Rice (kg),5.7,18.14
896,2025-07-09,4,1414,Flour (kg),4.2,27.63
897,2025-05-26,5,746,Rice (kg),4.1,17.36
898,2025-03-16,6,1983,Cooking Oil (L),10.2,32.14
899,2024-12-14,6,643,Flour (kg),7.0,30.11
900,2024-09-23,4,113,Rice (kg),6.7,22.32
901,2025-04-26,2,1670,Flour (kg),13.1,75.76
902,2025-02-28,2,446,Pulses (kg),12.1,67.04
903,2025-08-16,1,737,Cooking Oil (L),1.9,9.48
904,2025-03-05,6,231,Pulses (kg),13.8,90.06
905,2025-01-04,2,933,Rice (kg),8.8,53.94
906,2025-03-18,3,49,Hygiene Kit,5.0,24.26
907,2025-01-15,4,635,Flour (kg),2.3,15.67
908,2025-04-02,3,837,Water (L),6.1,31.66
909,2025-06-06,2,625,Pulses (kg),1.1,4.2
910,2025-05-09,4,1442,Rice (kg),0.2,0.94
911,2025-08-11,4,1790,Pulses (kg),3.5,16.31
912,2025-06-08,6,5,Flour (kg),12.8,56.86
913,2024-10-10,3,61,Pulses (kg),2.9,16.56
914,2025-05-16,1,93,Flour (kg),2.3,10.11
915,2025-03-16,4,1673,Pulses (kg),2.8,18.5
916,2025-03-04,2,253,Rice (kg),8.5,35.71
917,2025-04-01,4,84,Rice (kg),1.9,12.59
918,2025-05-01,2,618,Pulses (kg),0.8,5.3
919,2025-05-21,1,173,Cooking Oil (L),2.4,7.7
920,2024-10-04,6,402,Cooking Oil (L),7.1,37.02
921,2024-11-19,4,1514,Flour (kg),6.7,35.32
922,2025-08-14,6,24,Pulses (kg),1.8,9.89
923,2025-05-27,1,1997,Pulses (kg),3.1,12.54
924,2025-01-23,2,944,Cooking Oil (L),2.9,12.73
925,2024-12-06,5,783,Cooking Oil (L),0.9,2.81
926,2025-06-09,6,1052,Pulses (kg),11.4,53.0
927,2025-05-18,4,54,Medicine Pack,8.0,25.14
928,2024-11-21,4,89,Pulses (kg),4.9,17.88
929,2024-10-16,5,1534,Rice (kg),3.5,10.63
930,2025-05-28,6,799,Rice (kg),8.0,26.32
931,2025-06-06,2,107,Flour (kg),10.1,45.84
932,2025-01-31,4,520,Water (L),5.9,26.59
933,2025-05-22,6,890,Flour (kg),10.8,54.46
934,2025-06-29,6,912,Flour (kg),1.3,7.88
935,2024-09-30,5,1294,Flour (kg),7.5,41.73
936,2024-10-26,2,1838,Medicine Pack,1.0,3.83
937,2025-06-17,6,937,Flour (kg),8.0,31.25
938,2024-11-26,3,1918,Rice (kg),16.5,106.35
939,2025-07-03,5,112,Cooking Oil (L),5.4,34.37
940,2025-03-05,1,1444,Rice (kg),3.4,22.16
941,2025-06-14,6,1263,Water (L),6.9,31.41
942,2024-11-15,2,684,Rice (kg),4.7,16.01
943,2025-02-09,4,1499,Pulses (kg),4.2,24.17
944,2025-08-03,3,1892,Pulses (kg),7.3,29.64
945,2024-12-11,4,280,Rice (kg),4.9,23.85
946,2025-08-24,3,286,Rice (kg),11.9,47.67
947,2025-02-02,2,1941,Pulses (kg),8.0,24.6
948,2025-02-12,5,1759,Rice (kg),3.7,21.41
949,2024-10-09,5,1076,Flour (kg),2.3,11.58
950,2025-01-03,2,1873,Hygiene Kit,5.0,18.08
951,2025-06-30,1,1861,Rice (kg),11.6,60.46
952,2024-12-12,3,1597,Rice (kg),4.4,21.07
953,2025-03-18,4,1065,Cooking Oil (L),3.3,13.45
954,2025-05-02,2,4,Cooking Oil (L),1.1,7.25
955,2025-07-25,5,1167,Flour (kg),5.4,35.7
956,2025-04-28,6,1774,Medicine Pack,5.0,20.59
957,2025-05-03,1,510,Flour (kg),9.1,27.58
